-1.17027 -0.129157 0.273777
-1.17027 -0.129157 0.273777
-1.17027 -0.129157 0.273777
-1.17027 -0.129157 0.273777
-1.17027 -0.129157 0.273777
-1.17027 -0.129157 0.273777
-1.17027 -0.129157 0.273777
-1.17027 -0.129157 0.273777
-1.1699 -0.129054 0.271367
-1.16934 -0.128896 0.270709
-1.15628 -0.125303 0.261072
-1.12943 -0.118263 0.241814
-1.09475 -0.109844 0.225112
-1.05711 -0.101453 0.198585
-1.00115 -0.090587 0.16586
-0.962444 -0.08425 0.150604
-0.901287 -0.075208 0.139436
-0.824312 -0.064578 0.131833
-0.725158 -0.05155 0.123879
-0.635128 -0.040497 0.111227
-0.558388 -0.032092 0.104422
-0.482065 -0.024146 0.101492
-0.401779 -0.016032 0.098426
-0.318254 -0.007855 0.095224
-0.214845 0.001964 0.091268
-0.139914 0.008717 0.088163
-0.044488 0.017229 0.083014
0.045156 0.024653 0.077443
0.125898 0.03079 0.072065
0.203716 0.036326 0.06635
0.283526 0.041597 0.064502
0.401032 0.048709 0.053717
0.475767 0.05261 0.044188
0.552475 0.055737 0.03358
0.619171 0.057778 0.018143
0.712364 0.058749 -0.014055
0.786076 0.057449 -0.036187
0.857088 0.054501 -0.058246
0.924168 0.050152 -0.091775
0.999895 0.042091 -0.154125
1.07382 0.029859 -0.238402
1.12251 0.017271 -0.301311
1.18165 -0.002226 -0.366429
1.33285 -0.06606 -0.435393
1.40459 -0.099396 -0.407957
1.47518 -0.129099 -0.357647
1.54691 -0.1547 -0.298047
1.6349 -0.181175 -0.240163
1.71135 -0.199789 -0.228912
1.81995 -0.223649 -0.154271
1.89512 -0.234085 -0.088399
1.97005 -0.239537 -0.024088
2.04619 -0.240246 0.036631
2.12663 -0.235968 0.102509
2.24255 -0.222011 0.174409
2.31766 -0.208135 0.207516
2.39315 -0.191761 0.229129
2.46427 -0.174877 0.24409
2.79038 -0.092554 0.144668
2.844 -0.085136 0.080231
2.89425 -0.081666 -0.003282
2.93758 -0.08237 -0.060227
3.00793 -0.087794 -0.148478
3.05679 -0.095089 -0.216213
3.09194 -0.103235 -0.276319
3.10579 -0.107158 -0.349088
3.10643 -0.107371 -0.465177
3.10643 -0.107371 -0.56534
3.10643 -0.107371 -0.63113
3.10672 -0.107598 -0.695111
3.10705 -0.107889 -0.758564
3.10737 -0.108198 -0.820977
3.10881 -0.109853 -0.900623
3.11519 -0.118532 -0.981842
3.13391 -0.148049 -1.04839
3.16612 -0.206259 -1.114
3.20274 -0.284279 -1.1823
3.24249 -0.385653 -1.27078
3.26505 -0.463026 -1.33661
3.28164 -0.537625 -1.39698
3.29393 -0.613183 -1.44516
3.3051 -0.712183 -1.4982
3.31119 -0.805143 -1.54538
3.31258 -0.873242 -1.56469
3.31273 -0.896714 -1.56395
3.31273 -0.897425 -1.56395
3.31273 -0.897425 -1.56395
3.31273 -0.897425 -1.56395
3.31273 -0.897425 -1.56395
3.31273 -0.897425 -1.56395
3.31273 -0.89791 -1.56395
3.31273 -0.89791 -1.6018
3.31272 -0.898394 -1.73923
3.31266 -0.898651 -1.81127
3.31262 -0.898869 -1.89047
3.31262 -0.898869 -1.95258
3.31262 -0.898869 -2.01624
3.3124 -0.899302 -2.08174
3.31211 -0.899775 -2.1746
3.31188 -0.90012 -2.24161
3.31157 -0.900483 -2.30258
3.31157 -0.900491 -2.36315
3.31157 -0.900491 -2.44821
3.31119 -0.900794 -2.52012
3.31119 -0.900794 -2.58371
3.31119 -0.900794 -2.6467
3.31119 -0.900794 -2.7118
3.31119 -0.900794 -2.80327
3.31119 -0.900794 -2.86904
3.31119 -0.900794 -2.93472
3.31119 -0.900794 -2.99613
3.31119 -0.900794 -3.08207
3.31119 -0.900794 3.13344
3.31038 -0.90077 3.06996
3.31022 -0.900762 3.00603
3.30974 -0.900691 2.92718
3.30974 -0.900691 2.85059
3.3096 -0.900643 2.78675
3.30928 -0.900527 2.72003
3.30928 -0.900527 2.65351
3.30928 -0.900527 2.57136
3.30928 -0.900527 2.51039
3.30889 -0.900238 2.44693
3.30889 -0.900238 2.36319
3.30889 -0.900238 2.28807
3.30889 -0.900238 2.22458
3.30889 -0.900238 2.16323
3.30882 -0.900114 2.09569
3.30864 -0.899821 2.0029
3.30864 -0.899821 1.94379
3.30864 -0.899821 1.87897
3.30864 -0.899821 1.81598
3.30864 -0.899821 1.72192
3.30864 -0.899821 1.66004
3.30863 -0.899539 1.59478
3.30868 -0.892922 1.533
3.3116 -0.852185 1.44972
3.32009 -0.7891 1.36644
3.3333 -0.730454 1.30199
3.35129 -0.668748 1.23873
3.37527 -0.602231 1.17646
3.42223 -0.495418 1.08345
3.45923 -0.428129 1.02299
3.50198 -0.359951 0.976742
3.54509 -0.297188 0.947162
3.60214 -0.219449 0.914995
3.65925 -0.145685 0.89204
3.71013 -0.083112 0.877283
3.75893 -0.024662 0.868635
3.809 0.034208 0.859106
3.88593 0.123065 0.849226
3.93242 0.175954 0.853234
3.981 0.232076 0.875529
4.04767 0.314482 0.95196
4.09632 0.383724 1.01981
4.13428 0.44737 1.07872
4.17122 0.519083 1.1452
4.21063 0.609518 1.22566
4.23797 0.688471 1.28363
4.25875 0.762149 1.33355
4.2759 0.836476 1.37464
4.29673 0.947649 1.42858
4.30743 1.02761 1.4639
4.31513 1.10411 1.48921
4.32128 1.18388 1.50636
4.32653 1.26988 1.51994
4.33152 1.37308 1.53668
4.33409 1.45374 1.54419
4.33598 1.52792 1.55134
4.33733 1.60339 1.55717
4.33874 1.71488 1.56165
